"hpi_type","hpi_flavor","level","place_name","place_id","yr","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","quarter_2","quarter_3","quarter_4","quarter_1"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1991",,,,,,,,,,,,,"85.98","87.80","88.64","85.43"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1992",,,,,,,,,,,,,"89.25","92.56","93.34","88.93"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1993",,,,,,,,,,,,,"94.18","97.34","97.94","92.95"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1994",,,,,,,,,,,,,"97.83","99.65","99.65","99.95"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1995",,,,,,,,,,,,,"103.80","105.90","106.78","100.00"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1996",,,,,,,,,,,,,"111.25","110.50","112.60","109.39"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1997",,,,,,,,,,,,,"115.25","116.12","118.40","112.15"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1998",,,,,,,,,,,,,"121.11","122.99","124.17","119.52"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","1999",,,,,,,,,,,,,"125.59","124.78","123.21","123.83"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2000",,,,,,,,,,,,,"125.86","127.52","128.90","125.16"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2001",,,,,,,,,,,,,"133.13","134.31","136.45","132.59"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2002",,,,,,,,,,,,,"137.79","138.89","140.06","136.54"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2003",,,,,,,,,,,,,"141.92","142.92","143.90","141.16"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2004",,,,,,,,,,,,,"144.99","147.08","147.47","147.18"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2005",,,,,,,,,,,,,"150.37","152.50","151.06","149.08"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2006",,,,,,,,,,,,,"150.76","151.29","150.77","152.73"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2007",,,,,,,,,,,,,"150.29","148.53","149.25","150.46"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2008",,,,,,,,,,,,,"149.11","144.02","145.29","149.56"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2009",,,,,,,,,,,,,"146.69","142.41","140.20","147.91"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2010",,,,,,,,,,,,,"138.14","140.75","140.52","139.96"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2011",,,,,,,,,,,,,"134.29","136.68","136.49","137.00"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2012",,,,,,,,,,,,,"133.64","134.65","136.09","135.72"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2013",,,,,,,,,,,,,"137.40","137.86","136.09","134.55"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2014",,,,,,,,,,,,,"138.51","140.44","140.27","136.43"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2015",,,,,,,,,,,,,"140.99","143.02","143.79","139.74"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2016",,,,,,,,,,,,,"148.64","149.61","146.62","143.26"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2017",,,,,,,,,,,,,"152.28","152.60","154.83","148.52"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2018",,,,,,,,,,,,,"156.07","157.91","159.95","153.87"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2019",,,,,,,,,,,,,"162.23","165.57","166.99","159.55"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2020",,,,,,,,,,,,,"169.68","173.23","178.71","168.03"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2021",,,,,,,,,,,,,"191.28","202.26","207.14","182.65"
"traditional","all-transactions","MSA","Youngstown-Warren-Boardman, OH-PA","49660","2022",,,,,,,,,,,,,"223.34","232.57",,"212.03"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1986",,,,,,,,,,,,,,,"70.47",
"traditional","all-transactions","MSA","Yuba City, CA","49700","1987",,,,,,,,,,,,,"70.39","71.29","71.47","70.69"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1988",,,,,,,,,,,,,"75.36","73.96","74.87","71.65"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1989",,,,,,,,,,,,,"77.97","82.38","85.20","73.27"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1990",,,,,,,,,,,,,"92.98","99.16","101.84","88.34"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1991",,,,,,,,,,,,,"103.24","103.55","104.54","102.36"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1992",,,,,,,,,,,,,"104.14","105.50","103.86","104.89"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1993",,,,,,,,,,,,,"104.25","103.53","103.84","104.25"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1994",,,,,,,,,,,,,"101.12","98.77","99.58","102.71"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1995",,,,,,,,,,,,,"101.37","101.21","100.96","100.00"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1996",,,,,,,,,,,,,"98.39","97.17","97.72","101.86"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1997",,,,,,,,,,,,,"97.79","98.30","101.44","99.16"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1998",,,,,,,,,,,,,"101.46","100.66","103.34","103.50"
"traditional","all-transactions","MSA","Yuba City, CA","49700","1999",,,,,,,,,,,,,"104.97","103.34","106.51","104.45"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2000",,,,,,,,,,,,,"109.09","111.79","114.12","106.38"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2001",,,,,,,,,,,,,"123.29","126.42","128.53","118.09"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2002",,,,,,,,,,,,,"136.65","144.50","150.11","132.54"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2003",,,,,,,,,,,,,"160.58","166.78","179.68","154.87"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2004",,,,,,,,,,,,,"196.37","210.91","223.60","186.06"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2005",,,,,,,,,,,,,"255.04","265.13","277.16","236.55"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2006",,,,,,,,,,,,,"270.63","271.48","263.93","276.03"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2007",,,,,,,,,,,,,"247.43","235.43","225.77","259.52"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2008",,,,,,,,,,,,,"195.08","173.72","164.46","210.32"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2009",,,,,,,,,,,,,"158.98","155.78","151.31","164.89"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2010",,,,,,,,,,,,,"146.97","145.77","146.22","148.01"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2011",,,,,,,,,,,,,"133.32","129.59","130.65","137.45"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2012",,,,,,,,,,,,,"130.34","131.75","134.57","129.14"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2013",,,,,,,,,,,,,"145.04","156.25","162.68","136.23"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2014",,,,,,,,,,,,,"177.30","177.66","178.19","171.05"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2015",,,,,,,,,,,,,"184.75","186.66","191.50","182.20"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2016",,,,,,,,,,,,,"198.40","204.63","212.32","194.59"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2017",,,,,,,,,,,,,"221.53","228.83","230.36","214.23"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2018",,,,,,,,,,,,,"239.39","243.81","244.06","233.15"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2019",,,,,,,,,,,,,"253.47","258.81","261.59","247.77"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2020",,,,,,,,,,,,,"269.31","274.79","282.21","263.43"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2021",,,,,,,,,,,,,"309.03","333.03","341.16","291.93"
"traditional","all-transactions","MSA","Yuba City, CA","49700","2022",,,,,,,,,,,,,"368.47","369.26",,"356.23"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1988",,,,,,,,,,,,,,"83.45","79.98",
"traditional","all-transactions","MSA","Yuma, AZ","49740","1989",,,,,,,,,,,,,"83.83","85.85","87.49","86.79"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1990",,,,,,,,,,,,,"85.78","89.04","89.96","87.12"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1991",,,,,,,,,,,,,"91.16","91.10","94.01","86.10"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1992",,,,,,,,,,,,,"93.06","94.19","95.73","92.95"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1993",,,,,,,,,,,,,"95.57","95.65","98.50","96.64"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1994",,,,,,,,,,,,,"97.58","98.63","96.56","98.17"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1995",,,,,,,,,,,,,"102.50","102.50","105.41","100.00"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1996",,,,,,,,,,,,,"105.48","104.27","104.69","103.73"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1997",,,,,,,,,,,,,"105.07","105.99","108.56","102.40"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1998",,,,,,,,,,,,,"109.37","110.50","112.07","109.97"
"traditional","all-transactions","MSA","Yuma, AZ","49740","1999",,,,,,,,,,,,,"110.92","111.91","112.93","111.24"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2000",,,,,,,,,,,,,"115.12","115.08","116.02","111.35"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2001",,,,,,,,,,,,,"119.46","121.03","122.04","117.52"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2002",,,,,,,,,,,,,"124.43","126.12","130.18","122.93"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2003",,,,,,,,,,,,,"131.03","132.92","137.34","130.46"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2004",,,,,,,,,,,,,"142.82","153.24","164.42","138.94"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2005",,,,,,,,,,,,,"193.02","207.30","217.90","174.91"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2006",,,,,,,,,,,,,"231.30","234.08","237.88","227.85"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2007",,,,,,,,,,,,,"232.07","227.00","226.78","234.79"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2008",,,,,,,,,,,,,"212.83","204.77","199.51","218.84"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2009",,,,,,,,,,,,,"186.43","178.69","175.61","198.54"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2010",,,,,,,,,,,,,"164.75","164.58","159.73","170.16"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2011",,,,,,,,,,,,,"148.17","146.32","145.50","154.22"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2012",,,,,,,,,,,,,"144.52","146.30","147.03","146.73"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2013",,,,,,,,,,,,,"150.36","155.05","155.76","148.76"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2014",,,,,,,,,,,,,"155.67","160.09","159.78","152.77"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2015",,,,,,,,,,,,,"164.37","167.77","164.09","162.98"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2016",,,,,,,,,,,,,"166.94","171.83","175.18","170.10"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2017",,,,,,,,,,,,,"174.76","180.55","181.88","173.01"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2018",,,,,,,,,,,,,"181.26","186.65","186.82","180.85"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2019",,,,,,,,,,,,,"192.62","193.89","197.93","189.21"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2020",,,,,,,,,,,,,"202.23","208.66","217.31","201.10"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2021",,,,,,,,,,,,,"239.46","260.59","271.43","224.63"
"traditional","all-transactions","MSA","Yuma, AZ","49740","2022",,,,,,,,,,,,,"303.81","312.10",,"285.25"
"traditional","all-transactions","State","Alaska","AK","1975",,,,,,,,,,,,,"63.93","68.14","68.20","62.03"
"traditional","all-transactions","State","Alaska","AK","1976",,,,,,,,,,,,,"71.51","77.37","73.97","71.33"
"traditional","all-transactions","State","Alaska","AK","1977",,,,,,,,,,,,,"76.87","78.52","79.38","78.19"
"traditional","all-transactions","State","Alaska","AK","1978",,,,,,,,,,,,,"85.99","87.63","87.04","81.51"
"traditional","all-transactions","State","Alaska","AK","1979",,,,,,,,,,,,,"98.18","96.40","95.43","89.01"
"traditional","all-transactions","State","Alaska","AK","1980",,,,,,,,,,,,,"82.80","73.76","94.67","100.00"
"traditional","all-transactions","State","Alaska","AK","1981",,,,,,,,,,,,,"108.44","116.27","129.02","89.44"
"traditional","all-transactions","State","Alaska","AK","1982",,,,,,,,,,,,,"130.93","140.69","136.73","136.07"
"traditional","all-transactions","State","Alaska","AK","1983",,,,,,,,,,,,,"140.00","146.48","145.89","138.71"
"traditional","all-transactions","State","Alaska","AK","1984",,,,,,,,,,,,,"147.67","154.26","152.27","149.85"
"traditional","all-transactions","State","Alaska","AK","1985",,,,,,,,,,,,,"145.06","145.62","141.55","144.51"
"traditional","all-transactions","State","Alaska","AK","1986",,,,,,,,,,,,,"144.88","140.29","136.97","142.47"
"traditional","all-transactions","State","Alaska","AK","1987",,,,,,,,,,,,,"124.12","115.91","104.95","133.55"
"traditional","all-transactions","State","Alaska","AK","1988",,,,,,,,,,,,,"115.13","126.39","131.90","120.71"
"traditional","all-transactions","State","Alaska","AK","1989",,,,,,,,,,,,,"104.22","103.98","102.02","128.45"
"traditional","all-transactions","State","Alaska","AK","1990",,,,,,,,,,,,,"112.41","121.79","119.85","98.65"
"traditional","all-transactions","State","Alaska","AK","1991",,,,,,,,,,,,,"127.17","131.08","131.21","124.06"
"traditional","all-transactions","State","Alaska","AK","1992",,,,,,,,,,,,,"134.27","134.95","135.45","133.02"
"traditional","all-transactions","State","Alaska","AK","1993",,,,,,,,,,,,,"135.84","138.29","139.08","135.31"
"traditional","all-transactions","State","Alaska","AK","1994",,,,,,,,,,,,,"143.43","145.31","144.37","140.19"
"traditional","all-transactions","State","Alaska","AK","1995",,,,,,,,,,,,,"149.12","150.62","151.14","146.62"
"traditional","all-transactions","State","Alaska","AK","1996",,,,,,,,,,,,,"156.00","156.50","158.50","153.50"
"traditional","all-transactions","State","Alaska","AK","1997",,,,,,,,,,,,,"159.69","160.89","163.01","158.37"
"traditional","all-transactions","State","Alaska","AK","1998",,,,,,,,,,,,,"165.49","167.00","166.78","162.76"
"traditional","all-transactions","State","Alaska","AK","1999",,,,,,,,,,,,,"172.32","171.96","172.04","168.69"
"traditional","all-transactions","State","Alaska","AK","2000",,,,,,,,,,,,,"174.01","175.15","175.60","171.84"
